device_type,device_type_encoded,age_months,cpu_usage_percent,cpu_temperature_celsius,memory_usage_percent,memory_available_gb,memory_total_gb,battery_health_percent,battery_cycle_count,battery_charging_encoded,system_uptime_hours,days_since_last_update,disk_age_months,disk_temperature_celsius,read_errors,write_errors,pending_sectors,disk_health_score,cpu_score,memory_score,battery_score,system_score,overall_health_percent,remaining_months
laptop,1,48.9,67.2,75.9,51.1,15.6,32,55.6,1500.0,1.0,14.9,48.0,31.7,30.0,0,0.0,0,95.0,70.4,100.0,38.9,91.0,75.2,18.0
desktop,0,11.7,87.8,64.0,52.1,15.3,32,-1.0,-1.0,-1.0,6.9,45.0,6.9,37.0,0,0.0,0,100.0,75.4,100.0,100.0,92.5,91.1,60.0
laptop,1,40.5,42.1,61.6,63.4,2.9,8,65.9,1290.0,1.0,668.8,101.0,15.8,26.0,0,0.0,0,100.0,97.8,87.1,50.3,60.8,81.2,9.5
desktop,0,62.7,84.5,75.2,41.4,9.4,16,-1.0,-1.0,-1.0,1014.2,97.0,4.6,23.0,0,0.0,0,100.0,62.6,100.0,100.0,49.2,78.6,27.0
desktop,0,18.8,12.6,54.0,40.2,9.6,16,-1.0,-1.0,-1.0,433.5,41.0,62.7,32.0,0,0.0,0,80.0,100.0,100.0,100.0,86.5,91.3,7.4
desktop,0,69.2,18.7,67.3,55.8,14.1,32,-1.0,-1.0,-1.0,4.3,90.0,32.0,27.0,0,0.0,0,95.0,89.8,100.0,100.0,70.0,89.4,0.0
laptop,1,78.3,29.7,79.4,50.1,8.0,16,59.3,1500.0,1.0,142.7,82.0,20.9,26.0,0,0.0,0,100.0,70.8,100.0,41.5,74.0,75.5,0.0
laptop,1,21.7,33.3,61.1,57.6,3.4,8,78.6,810.0,0.0,2236.3,46.0,14.0,18.0,0,0.0,0,100.0,98.5,95.2,74.9,60.0,88.6,29.9
laptop,1,40.8,30.2,60.1,47.7,4.2,8,62.1,1398.0,1.0,6.7,60.0,4.3,23.0,0,0.0,0,100.0,99.9,100.0,44.9,85.0,84.7,17.5
laptop,1,64.3,22.8,72.6,62.9,11.9,32,57.5,1500.0,1.0,11.2,123.0,47.2,30.0,0,0.0,0,90.0,82.4,96.5,40.2,66.4,74.3,0.5
laptop,1,12.4,51.8,62.8,43.9,17.9,32,90.0,411.0,0.0,2252.8,40.0,14.0,22.0,0,0.0,0,100.0,95.4,100.0,93.3,63.0,93.5,44.4
laptop,1,15.4,91.1,65.4,51.6,7.7,16,81.3,609.0,1.0,562.1,43.0,6.5,37.0,0,0.0,0,100.0,70.4,100.0,84.1,85.5,87.2,39.7
desktop,0,56.1,94.8,73.1,43.0,4.6,8,-1.0,-1.0,-1.0,76.1,68.0,61.8,27.0,17,0.0,0,65.0,56.3,100.0,100.0,81.0,72.6,6.6
laptop,1,19.7,21.0,53.3,59.6,3.2,8,85.6,600.0,0.0,33.6,26.0,10.9,20.0,0,0.0,0,100.0,100.0,93.6,84.4,100.0,95.1,48.7
desktop,0,11.3,77.6,63.2,32.4,21.6,32,-1.0,-1.0,-1.0,4.3,31.0,31.6,24.0,0,0.0,0,95.0,84.5,100.0,100.0,99.5,93.8,38.4
desktop,0,38.9,81.4,72.7,40.8,19.0,32,-1.0,-1.0,-1.0,654.6,54.0,23.8,31.0,0,0.0,0,100.0,69.0,100.0,100.0,80.0,86.7,48.2
desktop,0,31.1,10.8,60.6,48.2,4.1,8,-1.0,-1.0,-1.0,9.8,43.0,3.3,29.0,0,0.0,0,100.0,99.2,100.0,100.0,93.5,98.5,55.7
laptop,1,36.3,48.2,67.0,54.1,7.3,16,66.0,1253.0,1.0,1881.3,35.0,30.3,25.0,0,0.0,0,95.0,90.2,100.0,50.4,77.5,81.6,19.4
desktop,0,76.8,81.5,81.7,44.1,8.9,16,-1.0,-1.0,-1.0,233.9,107.0,6.0,27.0,0,0.0,0,100.0,53.1,100.0,100.0,60.1,78.0,12.1
desktop,0,67.0,75.2,73.0,51.1,15.7,32,-1.0,-1.0,-1.0,10.4,132.0,30.3,32.0,0,0.0,0,95.0,71.7,100.0,100.0,65.4,83.1,7.3
laptop,1,43.3,65.7,66.3,63.7,5.8,16,60.0,1500.0,1.0,888.1,34.0,3.2,27.0,0,0.0,0,100.0,84.9,95.6,42.0,78.0,78.9,14.7
laptop,1,53.6,13.3,64.7,40.1,9.6,16,59.1,1500.0,1.0,37.0,103.0,2.1,30.0,0,0.0,0,100.0,93.4,100.0,41.4,68.6,80.6,5.2
laptop,1,22.6,42.7,59.1,43.3,4.5,8,79.0,643.0,0.0,165.0,43.0,24.7,24.0,0,0.0,0,95.0,100.0,100.0,81.5,93.5,93.5,41.1
laptop,1,30.6,13.7,60.7,52.0,7.7,16,77.1,834.0,1.0,353.7,66.0,33.9,24.0,0,0.0,0,95.0,99.0,100.0,71.9,74.0,88.9,20.0
desktop,0,60.4,94.8,83.5,56.2,3.5,8,-1.0,-1.0,-1.0,11.0,69.0,6.2,35.0,0,0.0,0,100.0,37.8,96.0,100.0,80.5,76.6,20.6
laptop,1,59.6,42.4,75.6,49.2,8.1,16,59.3,1500.0,1.0,1442.6,111.0,8.1,32.0,0,0.0,0,100.0,77.9,100.0,41.5,47.7,74.6,0.0
laptop,1,15.9,73.0,61.8,38.3,9.9,16,84.6,518.0,0.0,3997.7,52.0,2.4,30.0,0,0.0,0,100.0,88.3,100.0,87.4,57.0,89.6,42.0
laptop,1,27.5,89.4,64.4,48.3,8.3,16,80.0,696.0,0.0,11.1,60.0,11.5,25.0,0,0.0,0,100.0,73.4,100.0,80.9,85.0,87.1,30.6
laptop,1,11.7,47.4,54.7,37.0,5.0,8,90.8,418.0,0.0,960.9,38.0,29.8,29.0,0,0.0,0,95.0,100.0,100.0,92.9,76.0,94.6,40.1
desktop,0,2.8,76.5,58.7,46.9,17.0,32,-1.0,-1.0,-1.0,16.6,26.0,1.4,34.0,0,0.0,0,100.0,89.4,100.0,100.0,100.0,96.8,60.0
desktop,0,25.5,64.8,59.0,52.3,7.6,16,-1.0,-1.0,-1.0,2.9,26.0,67.7,31.0,0,0.0,0,80.0,94.1,100.0,100.0,100.0,92.2,3.4
desktop,0,34.6,59.5,61.6,38.4,9.9,16,-1.0,-1.0,-1.0,96.3,45.0,26.4,24.0,0,0.0,0,95.0,94.0,100.0,100.0,92.5,95.2,43.3
desktop,0,15.0,22.9,55.7,38.1,19.8,32,-1.0,-1.0,-1.0,2597.3,39.0,38.1,24.0,0,0.0,0,90.0,100.0,100.0,100.0,63.5,89.7,30.5
desktop,0,75.6,55.9,79.1,56.9,6.9,16,-1.0,-1.0,-1.0,546.5,159.0,65.3,26.0,0,0.0,0,80.0,69.0,100.0,100.0,54.5,75.6,5.4
desktop,0,80.2,21.6,69.8,42.1,4.6,8,-1.0,-1.0,-1.0,23.3,176.0,20.7,28.0,0,0.0,0,100.0,86.3,100.0,100.0,60.6,88.0,0.0
desktop,0,5.7,94.8,70.8,53.8,14.8,32,-1.0,-1.0,-1.0,2988.6,28.0,6.4,25.0,0,0.0,0,100.0,59.6,100.0,100.0,68.0,81.5,17.3
desktop,0,49.2,46.0,67.9,53.1,3.8,8,-1.0,-1.0,-1.0,689.1,60.0,12.3,24.0,0,0.0,0,100.0,88.9,98.4,100.0,77.0,91.8,19.4
desktop,0,13.8,24.1,56.8,58.0,3.4,8,-1.0,-1.0,-1.0,146.2,17.0,24.9,25.0,0,0.0,0,95.0,100.0,95.2,100.0,100.0,97.5,44.7
desktop,0,52.9,84.0,70.2,59.1,13.1,32,-1.0,-1.0,-1.0,35.3,126.0,24.3,34.0,0,0.0,0,95.0,70.1,100.0,100.0,66.1,82.8,30.9
desktop,0,69.4,59.5,80.1,46.4,8.6,16,-1.0,-1.0,-1.0,359.5,151.0,15.1,17.0,0,0.0,0,100.0,65.7,100.0,100.0,55.3,80.8,14.6
laptop,1,45.0,69.2,74.7,35.6,10.3,16,64.6,1322.0,0.0,2212.4,61.0,22.8,25.0,0,0.0,0,100.0,71.7,100.0,48.4,52.5,75.3,3.1
laptop,1,4.4,74.0,63.4,35.0,10.4,16,96.3,151.0,1.0,132.1,8.0,23.7,27.0,0,0.0,0,100.0,85.6,100.0,100.0,100.0,96.4,48.3
laptop,1,7.4,45.3,61.7,34.7,10.4,16,95.0,241.0,0.0,513.5,23.0,4.4,23.0,0,0.0,0,100.0,97.6,100.0,100.0,92.0,98.6,42.4
laptop,1,36.2,87.1,69.0,52.8,3.8,8,58.9,1384.0,1.0,19.4,79.0,36.8,24.0,0,0.0,0,90.0,69.0,98.4,41.2,75.5,72.4,13.5
laptop,1,67.3,47.8,71.3,66.7,10.7,32,55.4,1500.0,1.0,1058.4,77.0,61.2,27.0,0,0.0,0,80.0,84.2,92.0,38.8,56.5,70.2,1.9
laptop,1,54.8,19.8,64.7,49.9,4.0,8,59.4,1500.0,0.0,46.6,79.0,21.4,25.0,0,0.0,0,100.0,93.4,100.0,41.6,75.5,81.3,8.2
desktop,0,52.9,44.7,68.3,37.5,5.0,8,-1.0,-1.0,-1.0,18.2,31.0,64.7,27.0,0,0.0,0,80.0,88.4,100.0,100.0,99.5,90.4,5.8
desktop,0,19.4,56.9,62.9,43.3,9.1,16,-1.0,-1.0,-1.0,3928.6,57.0,5.1,23.0,0,0.0,0,100.0,93.2,100.0,100.0,54.5,88.9,46.5
laptop,1,16.0,15.9,51.7,51.7,7.7,16,85.9,493.0,1.0,1255.1,31.0,1.5,28.0,0,0.0,0,100.0,100.0,100.0,88.4,79.5,95.0,49.1
desktop,0,79.2,39.3,78.2,38.8,4.9,8,-1.0,-1.0,-1.0,209.0,71.0,55.4,25.0,0,0.0,0,90.0,73.0,100.0,100.0,71.5,83.2,2.6
laptop,1,52.5,60.1,68.2,59.9,12.8,32,54.7,1500.0,1.0,1.0,124.0,50.1,25.0,21,0.0,0,75.0,84.5,100.0,38.3,66.3,71.1,6.7
laptop,1,4.8,60.1,57.7,36.5,20.3,32,93.6,167.0,0.0,504.4,32.0,24.9,27.0,0,0.0,0,95.0,96.0,100.0,100.0,91.0,96.8,44.7
desktop,0,61.0,83.3,77.8,53.5,3.7,8,-1.0,-1.0,-1.0,152.4,56.0,20.1,25.0,0,0.0,0,100.0,58.8,97.6,100.0,87.0,84.6,15.0
desktop,0,16.5,76.3,65.3,48.5,8.2,16,-1.0,-1.0,-1.0,12.9,35.0,3.9,23.0,0,0.0,0,100.0,82.1,100.0,100.0,97.5,94.1,60.0
desktop,0,41.6,84.4,69.0,49.1,8.2,16,-1.0,-1.0,-1.0,550.4,67.0,19.5,23.0,0,0.0,0,100.0,71.4,100.0,100.0,73.5,86.1,48.5
desktop,0,37.7,85.9,66.4,66.7,2.7,8,-1.0,-1.0,-1.0,4157.5,62.0,1.8,23.0,0,0.0,0,100.0,73.7,81.6,100.0,52.0,78.8,28.9
desktop,0,37.3,16.0,60.4,37.7,5.0,8,-1.0,-1.0,-1.0,113.2,58.0,54.6,28.0,0,0.0,0,90.0,99.4,100.0,100.0,86.0,94.0,15.7
desktop,0,23.1,31.4,53.9,59.3,13.0,32,-1.0,-1.0,-1.0,3668.2,54.0,6.1,41.0,0,0.0,0,95.0,100.0,100.0,100.0,56.0,89.7,57.6
laptop,1,37.3,23.6,58.9,56.8,3.5,8,62.5,1388.0,1.0,184.1,55.0,15.0,33.0,0,0.0,0,100.0,100.0,96.0,45.5,79.5,83.7,28.3
laptop,1,11.5,84.9,67.2,36.4,10.2,16,90.0,453.0,1.0,2.1,42.0,4.4,20.0,0,0.0,0,100.0,73.5,100.0,90.8,94.0,90.5,39.3
laptop,1,56.5,60.1,68.2,40.9,18.9,32,59.1,1500.0,0.0,14.0,73.0,13.3,37.0,0,0.0,0,100.0,84.5,100.0,41.4,78.5,79.3,0.4
laptop,1,9.4,60.2,60.3,55.6,14.2,32,88.6,331.0,0.0,2.7,29.0,22.1,26.0,0,0.0,0,100.0,95.5,100.0,98.1,100.0,98.4,45.8
desktop,0,54.1,75.2,73.7,53.4,3.7,8,-1.0,-1.0,-1.0,2307.4,33.0,60.1,28.0,0,0.0,0,80.0,70.7,97.6,100.0,66.5,78.0,9.5
desktop,0,70.8,24.9,73.1,53.8,14.8,32,-1.0,-1.0,-1.0,17.4,116.0,13.6,31.0,0,0.0,0,100.0,81.7,100.0,100.0,67.2,88.0,23.4
desktop,0,24.4,55.3,66.7,42.8,9.1,16,-1.0,-1.0,-1.0,1406.8,60.0,2.2,30.0,0,0.0,0,100.0,88.5,100.0,100.0,65.0,89.6,42.5
laptop,1,7.2,28.3,54.1,36.7,20.2,32,92.4,229.0,0.0,719.8,9.0,16.2,38.0,0,0.0,0,100.0,100.0,100.0,100.0,92.0,99.2,55.8
desktop,0,78.3,16.6,71.8,41.8,4.7,8,-1.0,-1.0,-1.0,113.7,74.0,9.1,29.0,0,0.0,0,100.0,83.5,100.0,100.0,78.0,90.6,12.5
desktop,0,32.4,88.5,69.0,30.6,11.1,16,-1.0,-1.0,-1.0,18.4,43.0,6.1,23.0,0,0.0,0,100.0,67.8,100.0,100.0,93.5,89.0,45.0
desktop,0,78.0,88.1,83.6,52.7,7.6,16,-1.0,-1.0,-1.0,94.6,68.0,18.0,34.0,0,0.0,0,100.0,43.7,100.0,100.0,81.0,79.3,0.0
desktop,0,59.0,49.6,74.1,64.2,2.9,8,-1.0,-1.0,-1.0,51.0,109.0,8.9,25.0,0,0.0,0,100.0,80.3,86.2,100.0,67.9,84.9,31.3
laptop,1,70.5,26.5,68.5,67.9,10.3,32,59.8,1500.0,0.0,19.4,81.0,23.8,39.0,0,0.0,0,100.0,88.1,90.5,41.9,74.5,78.5,1.2
desktop,0,7.6,74.0,64.1,40.6,9.5,16,-1.0,-1.0,-1.0,2843.4,42.0,1.7,28.0,0,0.0,0,100.0,84.7,100.0,100.0,62.0,87.8,36.5
desktop,0,14.5,42.3,54.3,36.3,10.2,16,-1.0,-1.0,-1.0,82.6,41.0,56.3,24.0,0,0.0,0,90.0,100.0,100.0,100.0,94.5,95.9,14.1
laptop,1,83.1,87.4,89.6,53.6,3.7,8,54.7,1500.0,0.0,18.8,176.0,56.3,26.0,0,0.0,0,90.0,33.1,97.6,38.3,60.6,61.0,0.0
desktop,0,63.4,49.0,69.1,53.9,7.4,16,-1.0,-1.0,-1.0,103.8,80.0,26.8,25.0,0,0.0,0,95.0,87.3,100.0,100.0,75.0,89.7,23.1
desktop,0,42.0,33.8,62.5,49.5,16.2,32,-1.0,-1.0,-1.0,3.9,41.0,38.6,26.0,0,0.0,0,90.0,96.5,100.0,100.0,94.5,94.9,30.1
laptop,1,39.5,19.0,59.0,62.9,11.9,32,61.7,1256.0,0.0,133.3,104.0,10.7,25.0,0,0.0,0,100.0,100.0,96.5,44.4,68.5,82.4,10.9
laptop,1,57.7,60.7,70.4,67.1,10.5,32,57.1,1500.0,1.0,2525.3,79.0,14.9,29.0,0,0.0,0,100.0,81.2,91.5,40.0,43.5,73.4,0.0
laptop,1,59.4,43.2,75.8,60.1,12.8,32,55.0,1500.0,0.0,376.4,74.0,2.1,28.0,0,0.0,0,100.0,77.5,99.9,38.5,70.0,76.0,2.1
laptop,1,82.0,46.4,79.4,48.1,8.3,16,59.2,1500.0,0.0,86.7,109.0,14.7,22.0,0,0.0,0,100.0,70.8,100.0,41.4,67.9,74.8,0.0
laptop,1,68.9,38.9,69.5,53.0,15.0,32,60.1,1500.0,0.0,17.1,103.0,1.5,36.0,0,0.0,0,100.0,86.7,100.0,42.1,68.6,79.1,0.0
desktop,0,21.8,54.9,65.0,43.1,9.1,16,-1.0,-1.0,-1.0,379.9,44.0,29.7,22.0,0,0.0,0,95.0,91.0,100.0,100.0,85.0,92.8,39.0
desktop,0,33.0,76.2,70.2,54.3,14.6,32,-1.0,-1.0,-1.0,352.1,59.0,36.8,37.0,0,0.0,0,90.0,75.2,100.0,100.0,77.5,85.1,27.2
laptop,1,6.4,32.1,57.0,42.9,9.1,16,93.3,201.0,0.0,23.1,30.0,17.5,33.0,0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,45.1
laptop,1,82.3,50.4,74.1,61.3,12.4,32,55.3,1500.0,0.0,23.4,89.0,39.6,21.0,0,0.0,0,90.0,80.1,98.4,38.7,70.5,74.0,0.0
laptop,1,23.8,14.7,60.0,38.0,19.8,32,81.1,714.0,0.0,458.0,39.0,18.8,27.0,0,0.0,0,100.0,100.0,100.0,80.3,87.5,93.8,42.3
desktop,0,53.6,15.5,67.5,46.9,8.5,16,-1.0,-1.0,-1.0,2340.7,66.0,18.5,24.0,0,0.0,0,100.0,89.5,100.0,100.0,50.0,86.8,28.4
laptop,1,24.1,11.9,56.0,36.6,20.3,32,75.9,875.0,0.0,11.4,42.0,10.9,25.0,0,0.0,0,100.0,100.0,100.0,68.8,94.0,91.6,32.9
laptop,1,72.7,58.6,73.2,61.9,12.2,32,59.2,1500.0,1.0,591.0,80.0,2.1,29.0,0,0.0,0,100.0,78.1,97.7,41.4,67.0,76.2,0.0
laptop,1,59.8,81.8,72.3,37.7,19.9,32,60.0,1500.0,0.0,2494.7,62.0,63.1,35.0,0,0.0,0,80.0,69.2,100.0,42.0,52.0,68.0,0.0
desktop,0,75.6,71.9,76.1,66.1,5.4,16,-1.0,-1.0,-1.0,20.5,137.0,11.2,28.0,0,0.0,0,100.0,68.2,92.7,100.0,64.9,82.0,9.7
desktop,0,30.3,71.9,70.7,35.2,10.4,16,-1.0,-1.0,-1.0,118.6,86.0,13.1,25.0,0,0.0,0,100.0,76.3,100.0,100.0,72.0,87.3,58.9
laptop,1,68.7,42.4,73.2,56.1,7.0,16,55.2,1500.0,0.0,2468.4,82.0,6.1,31.0,0,0.0,0,100.0,81.5,100.0,38.6,42.0,74.2,0.0
desktop,0,47.4,66.1,68.0,31.7,21.9,32,-1.0,-1.0,-1.0,12.7,87.0,2.7,26.0,0,0.0,0,100.0,82.4,100.0,100.0,71.5,89.0,41.5
laptop,1,26.7,69.5,66.4,40.8,4.7,8,76.8,901.0,1.0,157.9,29.0,13.1,32.0,0,0.0,0,100.0,83.2,100.0,69.1,100.0,88.1,40.9
laptop,1,79.8,28.2,71.1,45.2,8.8,16,58.3,1500.0,1.0,2741.9,99.0,33.9,24.0,0,0.0,0,95.0,84.5,100.0,40.8,37.0,73.8,0.0
laptop,1,59.5,53.8,70.8,41.3,9.4,16,58.0,1500.0,1.0,9.3,68.0,54.1,27.0,0,0.0,0,90.0,83.4,100.0,40.6,81.0,76.6,9.0
desktop,0,73.3,31.6,69.8,54.6,14.5,32,-1.0,-1.0,-1.0,203.7,139.0,4.3,27.0,0,0.0,0,100.0,86.3,100.0,100.0,56.7,87.2,5.5
desktop,0,34.1,72.1,67.7,38.5,19.7,32,-1.0,-1.0,-1.0,17.3,57.0,46.8,23.0,0,0.0,0,90.0,80.4,100.0,100.0,86.5,88.4,22.7
desktop,0,59.1,19.3,69.6,68.0,10.2,32,-1.0,-1.0,-1.0,1715.5,50.0,29.5,26.0,0,0.0,0,95.0,86.6,90.4,100.0,70.0,86.6,28.5
laptop,1,8.9,24.2,51.4,46.7,8.5,16,92.4,251.0,1.0,111.6,28.0,19.1,34.0,0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,52.9
desktop,0,27.7,78.7,63.6,46.2,8.6,16,-1.0,-1.0,-1.0,856.9,33.0,1.9,23.0,0,0.0,0,100.0,83.5,100.0,100.0,78.5,90.8,42.8
laptop,1,73.9,78.0,81.7,62.7,3.0,8,54.7,1500.0,1.0,1360.8,120.0,1.2,24.0,0,0.0,0,100.0,55.3,88.8,38.3,46.7,66.4,0.0
desktop,0,7.7,42.5,56.6,33.7,5.3,8,-1.0,-1.0,-1.0,95.4,32.0,59.7,30.0,0,0.0,0,90.0,100.0,100.0,100.0,99.0,96.8,11.1
laptop,1,83.6,62.7,85.4,57.1,13.7,32,57.1,1500.0,0.0,4052.2,151.0,1.1,25.0,0,0.0,0,100.0,54.5,100.0,40.0,31.3,66.8,0.0
laptop,1,48.3,34.1,65.4,62.3,6.0,16,62.9,1253.0,0.0,2556.8,96.0,7.8,24.0,0,0.0,0,100.0,92.4,97.2,46.1,37.3,77.9,15.6
laptop,1,48.7,20.2,66.5,53.4,3.7,8,54.5,1500.0,0.0,20.6,77.0,18.8,33.0,0,0.0,0,100.0,90.9,97.6,38.1,76.5,79.5,9.1
laptop,1,61.1,38.9,66.7,42.6,4.6,8,57.0,1500.0,1.0,56.7,71.0,2.3,29.0,0,0.0,0,100.0,90.6,100.0,39.9,79.5,80.6,9.1
desktop,0,55.8,73.4,74.9,62.7,11.9,32,-1.0,-1.0,-1.0,10.8,41.0,32.8,28.0,8,0.0,0,90.0,69.8,96.8,100.0,94.5,86.2,35.3
laptop,1,0.6,65.7,65.8,52.0,15.4,32,100.0,17.0,0.0,231.7,26.0,9.5,25.0,0,0.0,0,100.0,85.6,100.0,100.0,92.0,95.6,13.7
desktop,0,66.6,17.9,72.3,52.1,3.8,8,-1.0,-1.0,-1.0,618.8,66.0,0.2,28.0,0,0.0,0,100.0,82.8,98.4,100.0,74.0,89.3,1.6
laptop,1,81.0,65.1,78.7,64.8,11.2,32,57.1,1500.0,1.0,1469.3,184.0,1.1,24.0,0,0.0,0,100.0,66.1,94.2,40.0,39.7,69.6,0.0
laptop,1,42.6,71.3,68.8,58.0,13.4,32,68.2,1213.0,1.0,19.6,52.0,57.2,31.0,0,0.0,0,90.0,79.2,100.0,53.5,89.0,79.6,13.3
desktop,0,78.8,46.7,80.7,62.4,3.0,8,-1.0,-1.0,-1.0,8.9,127.0,32.2,27.0,0,0.0,0,95.0,68.4,89.1,100.0,66.0,80.0,0.0
desktop,0,42.9,42.7,69.6,46.4,4.3,8,-1.0,-1.0,-1.0,156.0,33.0,52.5,33.0,0,0.0,0,90.0,86.6,100.0,100.0,98.5,92.7,17.6
laptop,1,23.4,75.8,60.9,34.4,10.5,16,84.0,652.0,1.0,17.3,69.0,9.2,21.0,0,0.0,0,100.0,88.4,100.0,82.5,80.5,90.8,27.1
laptop,1,8.6,69.1,65.9,35.0,20.8,32,90.1,292.0,1.0,862.0,18.0,7.7,21.0,0,0.0,0,100.0,84.1,100.0,100.0,80.0,94.0,41.8
laptop,1,2.0,30.4,60.1,43.5,18.1,32,97.4,77.0,0.0,223.4,10.0,19.7,36.0,0,0.0,0,100.0,99.9,100.0,100.0,92.0,99.2,52.3
desktop,0,25.3,31.2,63.4,32.6,10.8,16,-1.0,-1.0,-1.0,43.7,44.0,23.2,30.0,0,0.0,0,100.0,95.2,100.0,100.0,93.0,97.2,48.8
laptop,1,9.2,15.4,55.5,36.2,5.1,8,95.2,256.0,0.0,632.2,8.0,20.3,34.0,0,0.0,0,100.0,100.0,100.0,100.0,92.0,99.2,41.3
desktop,0,36.4,25.6,60.0,34.2,21.1,32,-1.0,-1.0,-1.0,21.7,58.0,14.6,21.0,0,0.0,0,100.0,100.0,100.0,100.0,86.0,97.2,33.5
laptop,1,24.7,54.0,58.7,54.0,14.7,32,78.2,686.0,0.0,274.2,22.0,12.0,31.0,0,0.0,0,100.0,98.4,100.0,78.8,92.0,93.5,26.3
desktop,0,36.4,14.9,57.5,64.2,2.9,8,-1.0,-1.0,-1.0,18.0,85.0,21.7,40.0,0,0.0,0,100.0,100.0,86.2,100.0,72.5,91.7,43.1
desktop,0,3.5,50.0,55.3,51.5,7.8,16,-1.0,-1.0,-1.0,524.8,34.0,31.7,23.0,0,0.0,0,95.0,100.0,100.0,100.0,90.0,96.5,38.3
laptop,1,5.2,37.0,59.4,54.5,3.6,8,92.6,182.0,0.0,489.9,9.0,2.6,31.0,0,0.0,0,100.0,100.0,96.8,100.0,92.0,98.7,58.0
desktop,0,73.4,84.7,78.5,62.3,12.1,32,-1.0,-1.0,-1.0,3073.5,130.0,56.2,28.0,0,0.0,0,90.0,56.2,97.2,100.0,33.6,70.0,14.2
laptop,1,71.3,26.9,71.8,42.8,18.3,32,58.7,1500.0,1.0,1756.4,125.0,44.9,23.0,0,0.0,0,90.0,83.5,100.0,41.1,46.2,73.3,0.0
desktop,0,61.0,44.4,70.5,46.4,8.6,16,-1.0,-1.0,-1.0,661.1,87.0,5.3,22.0,0,0.0,0,100.0,85.3,100.0,100.0,63.5,88.3,20.2
laptop,1,18.5,32.8,56.6,41.2,9.4,16,86.3,558.0,0.0,125.4,55.0,7.1,25.0,0,0.0,0,100.0,100.0,100.0,85.9,87.5,95.2,50.3
laptop,1,18.7,14.6,54.7,39.6,4.8,8,84.1,491.0,0.0,21.5,59.0,10.9,33.0,0,0.0,0,100.0,100.0,100.0,88.5,85.5,95.7,40.1
laptop,1,29.9,17.8,61.2,41.0,9.4,16,68.3,1035.0,1.0,165.6,34.0,41.3,26.0,0,0.0,0,90.0,98.3,100.0,53.6,98.0,85.3,27.6
laptop,1,0.1,14.7,53.7,48.0,16.6,32,97.3,4.0,1.0,309.2,9.0,23.9,29.0,0,0.0,0,100.0,100.0,100.0,100.0,92.0,99.2,6.3
laptop,1,4.8,89.3,64.5,47.6,8.4,16,94.2,142.0,1.0,1280.4,30.0,21.7,25.0,0,0.0,0,100.0,73.3,100.0,100.0,80.0,91.3,31.2
laptop,1,32.3,75.8,68.4,48.4,8.3,16,65.3,1257.0,1.0,9.3,57.0,11.9,24.0,0,0.0,0,100.0,77.9,100.0,49.4,86.5,80.5,37.3
laptop,1,30.9,61.1,64.1,54.2,14.7,32,68.8,1176.0,1.0,2901.7,36.0,23.4,37.0,0,0.0,0,100.0,89.8,100.0,54.3,65.0,82.5,31.5
desktop,0,35.1,48.4,68.3,39.0,4.9,8,-1.0,-1.0,-1.0,2.6,41.0,18.2,34.0,0,0.0,0,100.0,88.4,100.0,100.0,94.5,95.4,26.5
desktop,0,78.7,54.1,74.9,54.0,3.7,8,-1.0,-1.0,-1.0,495.2,54.0,23.3,32.0,0,0.0,0,100.0,77.5,97.6,100.0,80.0,88.8,0.0
desktop,0,42.4,66.2,69.1,34.3,10.5,16,-1.0,-1.0,-1.0,3997.5,77.0,28.1,29.0,0,0.0,0,95.0,80.8,100.0,100.0,44.5,81.6,18.0
laptop,1,73.5,85.6,84.7,53.4,7.5,16,55.0,1500.0,1.0,82.9,141.0,3.1,25.0,0,0.0,0,100.0,43.9,100.0,38.5,64.4,67.0,0.0
desktop,0,57.5,73.0,78.1,46.3,4.3,8,-1.0,-1.0,-1.0,2614.6,74.0,5.8,23.0,0,0.0,0,100.0,64.0,100.0,100.0,46.0,78.4,37.6
desktop,0,78.6,88.6,80.7,49.7,4.0,8,-1.0,-1.0,-1.0,541.2,88.0,14.0,19.0,0,0.0,0,100.0,48.6,100.0,100.0,63.0,77.2,12.2
desktop,0,37.0,63.9,65.7,46.9,17.0,32,-1.0,-1.0,-1.0,78.6,42.0,32.8,24.0,0,0.0,0,95.0,86.5,100.0,100.0,94.0,93.2,37.2
laptop,1,49.2,26.4,60.5,44.5,17.7,32,59.3,1500.0,0.0,692.9,45.0,0.6,27.0,0,0.0,0,100.0,99.3,100.0,41.5,84.5,83.6,15.8
laptop,1,52.6,74.9,78.1,37.6,10.0,16,58.7,1500.0,1.0,13.5,84.0,22.4,28.0,0,0.0,0,100.0,63.3,100.0,41.1,73.0,73.4,13.0
desktop,0,4.3,24.8,60.4,29.1,11.3,16,-1.0,-1.0,-1.0,43.2,31.0,0.6,28.0,0,0.0,0,100.0,99.4,100.0,100.0,99.5,99.7,60.0
laptop,1,52.9,27.7,63.6,42.3,18.5,32,59.3,1500.0,0.0,291.6,47.0,4.4,23.0,0,0.0,0,100.0,95.0,100.0,41.5,83.5,82.5,10.0
laptop,1,20.3,21.7,56.4,40.4,19.1,32,78.1,729.0,0.0,16.8,48.0,6.1,33.0,0,0.0,0,100.0,100.0,100.0,77.1,91.0,93.4,29.3
