device_type,age_months,cpu_usage_percent,cpu_temperature_celsius,memory_usage_percent,memory_available_gb,memory_total_gb,battery_health_percent,battery_cycle_count,battery_charging_status,system_uptime_hours,days_since_last_update,cpu_score,memory_score,battery_score,system_score,overall_health_percent,remaining_months
desktop,60.0,13.8,65.4,43.4,18.1,32,,,,17.4,82.0,92.4,100,100,74.0,88.9,17.8
laptop,80.6,22.2,69.7,64.9,11.2,32,57.0,1500,discharging,936.5,119.0,86.4,94.1,39.9,46.8,69.5,0
desktop,11.8,12.3,49.5,40.4,9.5,16,,,,687.4,24.0,100,100,100,92.0,96.1,60.0
laptop,58.9,69.9,71.8,59.6,12.9,32,56.0,1500,charging,3882.9,115.0,75.5,100,39.2,35.3,63.0,0
desktop,20.6,73.5,66.1,37.7,19.9,32,,,,22.5,37.0,82.1,100,100,96.5,93.4,39.5
desktop,31.7,12.4,53.6,66.4,5.4,16,,,,14.2,79.0,100,92.3,100,75.5,91.5,31.5
laptop,60.1,58.8,73.9,41.1,9.4,16,54.8,1500,discharging,16.4,97.0,77.0,100,38.4,69.2,69.1,8.9
laptop,68.4,35.6,74.6,53.0,7.5,16,55.1,1500,discharging,23.2,161.0,79.6,100,38.6,62.3,69.5,0
laptop,27.5,70.7,61.1,59.5,3.2,8,74.7,946,charging,1464.6,31.0,90.2,93.6,64.5,79.5,82.8,36.1
desktop,50.6,92.0,74.2,44.3,8.9,16,,,,2043.0,110.0,57.3,100,100,47.8,69.0,42.4
laptop,1.8,60.2,59.1,27.4,5.8,8,98.8,66,discharging,5.4,14.0,95.9,100,100,100,99.3,50.8
laptop,79.0,89.4,83.9,58.5,6.6,16,55.0,1500,discharging,328.3,149.0,41.9,100,38.5,55.6,55.8,0
desktop,83.8,88.4,82.6,63.3,2.9,8,,,,74.6,149.0,45.3,87.2,100,63.6,64.8,0
laptop,77.9,28.2,72.7,63.3,2.9,8,54.6,1500,charging,1222.8,160.0,82.2,87.2,38.2,42.4,65.4,0
laptop,43.0,73.1,66.7,55.2,3.6,8,59.1,1481,charging,19.7,57.0,81.4,96.8,41.4,86.5,71.3,18
laptop,55.7,14.2,65.2,39.2,19.5,32,60.1,1430,charging,98.3,54.0,92.7,100,42.1,88.0,78.9,5.8
desktop,69.0,11.8,64.3,42.1,18.5,32,,,,13.5,64.0,94.0,100,100,83.0,91.8,26.8
desktop,15.1,56.1,64.2,47.3,8.4,16,,,,708.2,41.0,91.7,100,100,86.5,92.6,79.2
desktop,42.0,48.9,67.1,33.5,21.3,32,,,,1660.6,38.0,90.1,100,100,76.0,88.2,38.7
desktop,22.8,33.2,60.3,40.6,19.0,32,,,,21.3,56.0,99.6,100,100,87.0,97.6,46.4
laptop,66.9,88.9,84.3,45.4,17.5,32,55.9,1500,discharging,142.8,107.0,41.6,100,39.1,68.1,57.5,0
desktop,30.0,53.3,62.8,50.7,15.8,32,,,,18.9,64.0,94.8,100,100,83.0,91.8,42.3
desktop,27.2,45.8,62.3,49.0,4.1,8,,,,1404.2,49.0,96.8,100,100,70.5,88.1,56.9
laptop,77.4,40.5,79.2,52.1,15.3,32,55.9,1500,discharging,2063.4,167.0,71.2,100,39.1,41.6,61.1,0
desktop,39.5,14.2,56.0,40.5,4.8,8,,,,48.0,64.0,100,100,100,83.0,96.5,53.4
desktop,1.0,88.3,65.5,39.2,9.7,16,,,,180.6,21.0,72.8,100,100,92.0,86.5,6.2
desktop,44.9,79.0,69.8,57.4,13.6,32,,,,13.3,59.0,74.7,100,100,85.5,86.5,31.0
laptop,36.3,28.2,61.1,55.4,14.3,32,60.4,1404,discharging,117.4,43.0,98.5,100,42.6,93.5,83.1,28.5
laptop,39.1,33.4,62.7,38.3,9.9,16,73.2,980,discharging,8.4,31.0,96.2,100,61.2,99.5,87.7,25.1
laptop,17.4,79.3,68.3,62.7,6.0,16,84.9,628,discharging,164.4,31.0,76.7,96.8,83.4,99.5,87.9,47.3
laptop,42.1,53.1,64.5,31.3,11.0,16,59.1,1500,charging,8.6,57.0,92.5,100,41.4,86.5,79.2,15.1
laptop,17.5,17.1,54.0,58.5,13.3,32,84.8,525,discharging,1227.7,32.0,100,100,87.1,79.0,91.5,48.5
laptop,7.6,45.7,62.6,43.8,4.5,8,89.4,274,charging,480.0,33.0,96.4,100,100,90.5,96.3,53.6
laptop,69.0,68.5,73.8,60.8,3.1,8,59.5,1500,charging,14.6,127.0,73.3,91.8,41.6,66.0,66.6,0
desktop,58.7,33.0,72.1,47.5,8.4,16,,,,13.2,97.0,83.1,100,100,69.2,84.5,28.6
desktop,83.2,50.2,76.4,46.5,8.6,16,,,,628.4,127.0,76.3,100,100,58.0,77.7,10.6
desktop,50.0,27.2,69.4,60.0,12.8,32,,,,986.8,64.0,86.8,100,100,63.0,83.7,34.6
laptop,27.9,33.0,62.9,57.1,3.4,8,73.6,942,discharging,7.2,52.0,95.9,95.2,63.1,89.0,84.3,43.2
desktop,7.0,43.6,55.5,44.3,4.5,8,,,,10.2,13.0,100,100,100,100,99.8,80.2
desktop,60.5,52.6,68.0,40.2,4.8,8,,,,23.5,108.0,87.8,100,100,68.0,85.5,24.6
desktop,38.6,70.3,64.4,45.2,17.5,32,,,,3193.7,84.0,85.7,100,100,41.0,76.9,28.2
laptop,32.6,70.7,70.7,58.8,13.2,32,66.7,1070,discharging,141.1,76.0,76.7,100,51.4,77.0,74.1,39.1
laptop,43.7,84.8,68.5,42.8,4.6,8,70.1,1096,charging,604.2,90.0,71.8,100,56.1,62.0,70.8,22.9
desktop,24.0,31.4,56.7,61.2,12.4,32,,,,44.8,58.0,100,98.6,100,86.0,93.5,47.0
desktop,39.1,54.4,66.7,46.3,17.2,32,,,,18.3,80.0,88.9,100,100,75.0,87.1,31.2
laptop,2.4,55.3,61.0,40.0,4.8,8,97.8,67,charging,645.2,28.0,96.5,100,100,92.0,98.3,61.4
laptop,66.3,30.9,73.3,57.5,3.4,8,59.3,1500,charging,2904.9,95.0,81.4,95.2,41.5,37.5,65.7,3.1
laptop,52.7,36.8,72.3,58.4,3.3,8,61.2,1425,discharging,8.6,99.0,82.8,94.4,43.7,69.0,69.9,7.2
laptop,19.4,64.5,67.1,42.5,4.6,8,78.8,734,charging,9.9,37.0,84.3,100,77.9,96.5,87.0,52.3
laptop,48.1,29.6,70.0,40.0,9.6,16,55.3,1500,charging,16.8,56.0,86.0,100,38.7,87.0,73.3,18
desktop,57.2,71.1,70.6,58.0,3.4,8,,,,12.8,108.0,76.7,95.2,100,68.0,77.9,7.1
laptop,34.2,10.2,60.9,37.6,10.0,16,66.0,1287,charging,50.2,37.0,98.7,100,50.4,96.5,85.0,17.7
desktop,5.2,12.2,51.3,53.4,3.7,8,,,,6.0,25.0,100,97.6,100,100,100,74.3
laptop,23.8,25.9,54.9,33.5,5.3,8,82.9,690,charging,3773.3,41.0,100,100,81.2,62.5,89.1,44.5
desktop,18.8,22.1,51.5,50.2,8.0,16,,,,720.0,56.0,100,100,100,67.0,91.5,65.0
laptop,67.1,89.2,83.8,42.6,18.4,32,58.0,1500,charging,4118.0,145.0,42.3,100,40.6,32.0,51.7,0
laptop,49.9,65.7,75.0,36.0,5.1,8,58.5,1500,discharging,4318.2,49.0,72.7,100,40.9,58.5,68.3,0
desktop,56.6,86.7,77.2,59.2,3.3,8,,,,378.0,86.0,56.9,94.4,100,64.0,70.8,25.5
laptop,53.1,70.0,69.9,41.6,9.4,16,55.4,1500,discharging,77.7,102.0,78.1,100,38.8,68.7,67.5,18
desktop,31.8,45.0,65.2,58.5,13.3,32,,,,2320.8,84.0,92.7,100,100,41.0,78.0,57.6
desktop,67.5,69.9,73.3,48.0,4.2,8,,,,70.2,106.0,73.4,100,100,68.3,78.5,20.3
desktop,67.7,48.9,71.2,57.1,6.9,16,,,,4190.8,143.0,84.3,100,100,32.2,73.7,26.2
laptop,59.8,91.0,74.6,42.2,18.5,32,55.8,1500,charging,3421.0,78.0,57.7,100,39.1,44.0,60.4,4.0
desktop,57.6,18.5,69.6,52.0,15.4,32,,,,454.1,49.0,86.6,100,100,82.5,87.4,14.3
laptop,59.3,56.7,70.7,63.6,5.8,16,55.9,1500,discharging,20.4,45.0,82.3,95.7,39.1,92.5,73.2,1.0
desktop,69.2,28.9,76.2,44.1,8.9,16,,,,27.0,97.0,76.8,100,100,69.2,81.3,9.2
laptop,17.6,14.3,56.3,48.7,4.1,8,86.3,451,discharging,507.1,14.0,100,100,90.9,92.0,95.1,38.6
desktop,36.7,72.4,71.6,50.9,3.9,8,,,,553.8,84.0,74.8,99.2,100,65.0,81.0,32.3
desktop,63.2,94.7,81.1,64.4,5.7,16,,,,132.7,67.0,42.4,94.7,100,81.5,69.1,6.5
laptop,15.3,54.7,55.9,59.6,3.2,8,84.0,514,discharging,669.9,25.0,98.1,93.6,87.5,92.0,91.7,47.9
desktop,56.0,85.7,81.2,44.8,8.8,16,,,,3389.1,52.0,50.3,100,100,57.0,68.7,33.6
desktop,2.0,92.1,69.5,47.9,8.3,16,,,,205.1,16.0,63.8,100,100,92.0,84.5,10.6
laptop,1.1,71.3,61.1,51.4,15.6,32,96.9,30,discharging,1293.3,32.0,89.9,100,100,79.0,93.1,15.1
desktop,69.6,81.2,78.6,47.0,17.0,32,,,,22.5,115.0,59.2,100,100,67.3,72.6,1.9
laptop,6.6,43.7,56.5,51.9,7.7,16,94.5,248,discharging,636.8,15.0,100,100,100,92.0,99.7,52.0
laptop,28.6,91.2,65.3,40.5,19.0,32,73.9,978,discharging,3852.4,26.0,70.5,100,62.3,68.0,73.1,38.8
desktop,77.3,40.9,77.8,63.8,5.8,16,,,,10.1,87.0,73.8,95.4,100,71.5,79.6,0
laptop,7.1,45.9,62.1,48.8,8.2,16,95.9,242,discharging,4065.1,13.0,97.1,100,100,68.0,93.9,62.9
desktop,7.0,45.3,60.9,61.7,3.1,8,,,,413.1,23.0,98.7,90.8,100,92.0,95.3,61.0
laptop,34.8,90.0,66.7,66.4,5.4,16,69.6,1120,charging,286.5,57.0,69.6,92.3,55.4,78.5,70.1,35.5
laptop,36.0,72.9,70.0,62.3,6.0,16,61.4,1377,charging,1112.8,64.0,76.8,97.2,44.0,63.0,69.2,32.5
desktop,0.5,54.5,64.7,55.2,7.2,16,,,,5.7,12.0,91.6,100,100,100,97.3,18.8
laptop,45.1,46.6,63.9,38.7,9.8,16,54.7,1500,charging,2114.2,117.0,94.5,100,38.3,47.1,71.3,8.4
laptop,31.7,67.8,69.7,60.2,6.4,16,68.6,1029,charging,2064.5,33.0,79.3,99.8,54.0,78.5,74.7,33.0
desktop,29.6,78.1,72.1,51.0,7.8,16,,,,21.7,24.0,71.8,100,100,100,89.6,57.1
laptop,68.7,31.7,76.1,48.8,16.4,32,55.2,1500,discharging,11.5,116.0,76.9,100,38.6,67.2,67.3,0
laptop,2.2,60.6,65.3,47.6,16.8,32,96.0,85,charging,4301.6,8.0,88.3,100,100,68.0,89.6,18.6
desktop,81.4,10.8,69.6,60.9,3.1,8,,,,13.3,124.0,86.6,91.7,100,66.3,80.8,2.9
laptop,33.4,44.2,60.1,50.8,15.7,32,70.7,1042,charging,20.4,44.0,99.9,100,57.0,93.0,87.6,25.2
desktop,44.3,28.1,66.0,58.0,3.4,8,,,,592.9,51.0,91.6,95.2,100,81.5,89.2,38.5
laptop,16.9,10.3,50.6,44.4,8.9,16,78.7,659,charging,601.4,45.0,100,100,80.5,84.5,93.5,38.6
desktop,75.2,94.6,85.1,58.6,13.2,32,,,,599.7,82.0,35.0,100,100,66.0,64.9,0
desktop,5.6,28.3,57.2,46.2,4.3,8,,,,537.5,32.0,100,100,100,91.0,98.0,66.5
laptop,28.7,72.4,70.2,57.0,3.4,8,72.8,972,charging,989.8,38.0,76.8,95.2,60.9,76.0,76.3,34.6
laptop,69.7,41.3,75.1,41.0,9.4,16,55.0,1500,charging,1423.4,109.0,78.8,100,38.5,47.9,65.2,0
desktop,20.4,74.1,60.8,56.0,14.1,32,,,,80.8,43.0,89.2,100,100,93.5,91.9,65.9
laptop,66.6,38.0,67.6,41.0,18.9,32,56.7,1500,charging,128.7,58.0,89.4,100,39.7,86.0,75.0,0.9
laptop,31.0,48.0,65.9,38.4,4.9,8,72.0,1003,charging,116.2,46.0,91.7,100,58.8,92.0,82.3,31.6
laptop,66.2,66.4,75.9,64.8,2.8,8,58.3,1500,charging,16.5,74.0,70.8,84.6,40.8,78.0,66.0,0
laptop,1.3,91.6,66.5,46.0,4.3,8,97.3,37,discharging,64.0,31.0,68.5,100,100,99.5,90.6,12.1
laptop,79.0,40.8,77.9,43.0,9.1,16,59.9,1500,charging,20.4,85.0,73.6,100,41.9,72.5,67.9,0
desktop,41.7,46.3,63.9,59.5,3.2,8,,,,10.5,63.0,94.5,93.6,100,83.5,89.1,44.3
desktop,81.4,13.7,69.6,58.8,13.2,32,,,,7.3,165.0,86.6,100,100,61.8,82.5,13.6
laptop,52.8,66.0,72.6,58.2,13.4,32,58.0,1377,discharging,115.2,69.0,76.0,100,40.6,80.5,70.6,0
desktop,32.5,89.6,74.5,60.2,6.4,16,,,,112.7,19.0,59.1,99.8,100,100,83.5,44.5
laptop,75.7,91.4,86.0,66.5,5.4,16,57.2,1500,discharging,13.1,106.0,36.2,92.2,40.0,68.3,53.2,0
desktop,65.6,31.6,71.6,56.0,7.0,16,,,,2983.2,43.0,83.8,100,100,61.5,81.0,25.3
laptop,29.3,33.9,63.3,50.0,16.0,32,72.8,955,charging,13.0,76.0,95.4,100,61.5,77.0,85.0,19.4
desktop,30.9,70.8,63.7,42.0,18.6,32,,,,591.1,64.0,86.5,100,100,75.0,86.8,29.4
laptop,72.4,69.9,75.6,52.3,3.8,8,58.6,1500,discharging,574.6,157.0,69.9,98.4,41.0,54.7,65.0,0
laptop,57.3,28.4,70.7,69.6,9.7,32,59.7,1500,discharging,60.3,107.0,85.0,88.5,41.8,68.1,72.0,7.3
desktop,42.2,31.9,67.2,56.8,6.9,16,,,,8.9,86.0,89.9,100,100,72.0,86.6,46.1
laptop,31.1,25.8,57.4,36.8,5.1,8,70.8,987,charging,16.0,37.0,100,100,57.6,96.5,87.6,25.2
desktop,32.7,54.2,67.6,39.8,19.3,32,,,,634.8,64.0,87.7,100,100,75.0,85.8,31.1
desktop,75.6,67.4,82.0,54.4,14.6,32,,,,2200.9,111.0,59.0,100,100,35.7,63.0,0
laptop,78.3,12.7,76.4,67.4,5.2,16,57.1,1500,discharging,635.8,114.0,76.4,91.1,40.0,59.4,65.5,0
laptop,35.8,76.2,66.0,55.7,3.5,8,62.0,1259,discharging,1015.3,70.0,81.1,96.0,44.8,60.0,70.3,24.3
desktop,75.5,68.6,75.6,49.0,16.3,32,,,,2565.7,113.0,70.4,100,100,35.5,68.5,0
laptop,42.9,87.9,72.5,44.7,4.4,8,55.3,1500,charging,414.0,61.0,63.4,100,38.7,76.5,65.2,18
laptop,22.9,69.4,66.4,63.5,5.8,16,74.2,819,charging,484.5,60.0,83.3,95.8,68.4,77.0,81.4,48.9
laptop,42.3,16.0,59.4,50.8,7.9,16,60.6,1300,discharging,99.4,64.0,100,100,42.8,83.0,80.9,27.4
desktop,74.0,19.5,71.9,36.0,20.5,32,,,,122.8,131.0,83.3,100,100,65.5,83.8,0
laptop,36.4,70.6,63.6,57.5,13.6,32,66.0,1272,discharging,518.1,60.0,86.7,100,50.4,77.0,75.3,33.8
desktop,65.1,56.6,71.2,48.1,4.2,8,,,,677.8,86.0,81.7,100,100,64.0,83.6,19.0
desktop,37.9,29.3,62.6,46.4,8.6,16,,,,719.6,59.0,96.4,100,100,77.5,90.3,33.1
laptop,82.7,94.7,82.6,49.8,4.0,8,56.5,1500,discharging,13.0,97.0,39.6,100,39.5,69.2,55.3,0
laptop,64.5,22.4,69.5,57.7,3.4,8,54.8,1500,charging,8.3,111.0,86.7,95.2,38.4,67.7,72.3,0
desktop,59.8,80.3,73.2,35.0,10.4,16,,,,249.8,97.0,69.2,100,100,61.2,74.2,20.9
desktop,13.3,34.3,62.1,40.8,9.5,16,,,,149.5,20.0,97.1,100,100,100,98.0,63.3
laptop,70.4,91.0,83.6,54.0,3.7,8,59.6,1500,discharging,913.9,143.0,41.0,97.6,41.7,44.2,52.8,0
laptop,47.5,87.8,78.5,67.7,5.2,16,60.0,1500,charging,165.6,79.0,53.4,90.8,42.0,75.5,59.8,5.4
laptop,81.9,50.4,81.4,63.4,11.7,32,59.7,1500,discharging,16.8,121.0,66.9,95.9,41.8,66.6,66.4,0
desktop,67.3,87.9,80.0,48.4,4.1,8,,,,13.2,75.0,50.6,100,100,77.5,73.9,9.4
desktop,4.8,65.1,57.4,43.2,9.1,16,,,,4272.3,34.0,94.0,100,100,66.0,85.4,28.1
laptop,21.7,51.4,63.7,50.3,15.9,32,80.8,755,discharging,19.6,31.0,94.3,100,78.8,99.5,89.6,39.3
desktop,83.5,84.4,88.6,48.1,8.3,16,,,,2.2,123.0,37.7,100,100,66.4,64.2,0
laptop,37.5,65.2,64.0,40.7,4.7,8,65.9,1091,charging,80.7,40.0,88.3,100,50.3,95.0,79.9,27.5
laptop,83.8,20.9,73.8,64.1,2.9,8,54.7,1500,charging,246.1,135.0,80.7,86.3,38.3,57.1,66.8,0
laptop,12.4,60.3,60.0,57.2,3.4,8,86.5,411,discharging,274.0,27.0,95.9,95.2,93.3,92.0,93.8,47.7
desktop,21.0,87.2,68.3,48.1,8.3,16,,,,66.8,59.0,69.9,100,100,85.5,84.0,57.0
laptop,60.8,28.1,65.3,43.2,9.1,16,55.1,1500,charging,125.3,85.0,92.6,100,38.6,72.5,73.2,0
desktop,4.2,88.4,63.1,35.5,10.3,16,,,,436.4,14.0,76.1,100,100,92.0,90.0,37.3
desktop,82.9,62.7,84.0,58.8,3.3,8,,,,490.3,104.0,57.1,94.4,100,60.5,67.7,2.0
laptop,39.6,56.8,67.2,47.4,8.4,16,67.5,1112,charging,7.3,62.0,87.2,100,52.5,84.0,80.8,16.6
desktop,11.7,83.2,61.8,41.5,4.7,8,,,,3776.3,42.0,82.6,100,100,62.0,80.4,48.3
desktop,23.0,90.7,69.3,33.8,5.3,8,,,,684.5,51.0,65.3,100,100,81.5,82.2,52.0
laptop,77.7,14.0,72.8,69.7,2.4,8,55.6,1500,discharging,4.1,55.0,82.1,75.6,38.9,87.5,70.3,0
desktop,1.9,47.0,56.6,40.0,4.8,8,,,,474.1,14.0,100,100,100,92.0,98.8,73.6
laptop,76.0,42.3,72.0,38.0,9.9,16,57.9,1500,charging,13.6,115.0,83.2,100,40.5,67.3,72.5,0
laptop,27.5,77.8,71.4,54.6,7.3,16,74.2,800,charging,158.5,59.0,72.9,100,69.1,85.5,77.7,43.9
desktop,6.3,65.8,57.3,36.7,20.3,32,,,,303.0,16.0,93.7,100,100,92.0,94.9,89.5
desktop,0.5,62.3,61.6,46.0,8.6,16,,,,34.8,21.0,92.8,100,100,100,98.1,26.2
laptop,35.4,28.2,58.9,47.5,16.8,32,66.0,1167,discharging,1.9,76.0,100,100,50.4,77.0,83.1,25.9
desktop,46.3,21.7,64.3,64.3,11.4,32,,,,438.2,73.0,94.0,94.8,100,70.5,87.4,30.2
laptop,53.2,68.3,68.3,49.8,8.0,16,59.1,1500,discharging,9.7,73.0,81.1,100,41.4,78.5,73.5,0
laptop,3.1,82.0,61.3,34.3,5.3,8,94.4,96,discharging,1339.1,32.0,84.4,100,100,79.0,92.5,38.4
desktop,59.9,71.5,70.6,59.0,13.1,32,,,,109.9,104.0,76.6,100,100,68.5,81.9,6.4
desktop,63.6,84.1,80.7,33.7,21.2,32,,,,15.4,108.0,52.7,100,100,68.0,70.7,24.6
laptop,58.8,47.5,68.1,53.7,14.8,32,56.7,1500,discharging,3.9,91.0,88.7,100,39.7,69.9,72.0,0
desktop,4.1,15.8,50.3,30.5,22.2,32,,,,156.1,20.0,100,100,100,100,100,89.5
laptop,78.5,16.5,69.0,43.2,4.5,8,58.7,1500,discharging,689.2,79.0,87.4,100,41.1,67.5,71.4,0
desktop,27.9,87.2,63.5,49.3,8.1,16,,,,2.5,52.0,76.6,100,100,89.0,86.6,33.1
desktop,52.7,17.1,66.9,38.0,9.9,16,,,,4.8,99.0,90.3,100,100,69.0,85.1,10.0
laptop,76.1,48.7,79.4,39.6,9.7,16,59.0,1500,charging,14.5,46.0,70.8,100,41.3,92.0,71.4,0
laptop,41.4,85.9,68.0,33.8,5.3,8,63.6,1223,charging,1865.0,36.0,71.5,100,47.0,77.0,70.1,12.1
desktop,45.3,30.4,69.1,58.7,3.3,8,,,,162.3,65.0,87.3,94.4,100,82.5,89.4,36.8
laptop,29.7,75.0,68.6,50.9,15.7,32,76.3,893,charging,2702.4,44.0,78.0,100,68.7,61.0,78.7,27.3
desktop,70.9,93.8,86.3,52.6,15.2,32,,,,3.3,94.0,33.5,100,100,69.6,62.6,24.5
desktop,70.9,40.7,73.2,69.2,4.9,16,,,,976.7,136.0,81.5,89.0,100,45.0,71.2,0
laptop,65.4,12.8,63.3,66.5,2.7,8,56.5,1500,charging,8.4,103.0,95.4,81.8,39.5,68.6,70.0,0
desktop,74.8,88.1,81.5,39.5,4.8,8,,,,61.5,87.0,47.6,100,100,71.5,71.5,0
laptop,21.7,88.7,63.8,39.1,19.5,32,78.3,739,charging,3497.0,40.0,74.9,100,77.0,63.0,79.1,43.0
laptop,60.0,29.4,72.8,45.8,4.3,8,58.0,1500,charging,673.6,109.0,82.1,100,40.6,59.9,71.3,2.8
desktop,38.7,94.5,71.9,46.1,4.3,8,,,,1142.6,45.0,58.3,100,100,72.5,73.4,25.0
laptop,69.0,93.9,84.2,51.1,15.6,32,57.4,1500,discharging,106.3,101.0,37.3,100,40.2,68.8,57.1,0
desktop,11.8,37.2,55.6,44.4,4.4,8,,,,4119.1,25.0,100,100,100,68.0,92.4,58.0
desktop,56.0,10.3,68.8,48.8,4.1,8,,,,141.3,112.0,87.7,100,100,67.6,86.8,22.8
desktop,16.6,64.2,59.3,49.1,8.2,16,,,,14.4,20.0,94.3,100,100,100,96.2,78.2
laptop,41.6,94.9,70.2,50.7,7.9,16,66.6,1184,charging,665.1,57.0,60.3,100,51.2,78.5,66.5,22.6
laptop,27.7,82.1,67.5,36.4,10.2,16,75.4,911,discharging,4.9,49.0,75.6,100,66.8,90.5,81.9,38.4
desktop,59.6,81.3,72.9,61.9,6.1,16,,,,142.2,119.0,68.8,97.7,100,66.8,77.7,1.5
desktop,21.6,53.8,65.0,41.7,4.7,8,,,,2.9,35.0,91.5,100,100,97.5,97.0,42.3
desktop,67.8,44.4,77.2,55.5,3.6,8,,,,3186.9,124.0,74.9,96.8,100,34.3,69.3,16.7
laptop,61.3,53.0,76.8,35.5,10.3,16,59.2,1500,discharging,85.0,106.0,74.4,100,41.4,68.3,69.9,2.1
desktop,49.5,22.6,68.7,37.0,5.0,8,,,,1.2,99.0,87.8,100,100,69.0,84.1,28.3
laptop,6.6,29.4,59.9,53.4,3.7,8,94.5,232,discharging,3309.1,22.0,100,97.6,100,68.0,94.7,53.6
laptop,67.5,80.9,83.8,40.8,9.5,16,59.9,1500,discharging,21.5,71.0,49.8,100,41.9,79.5,60.7,0
desktop,80.4,23.6,77.6,41.6,9.3,16,,,,62.8,97.0,74.1,100,100,69.2,79.5,0
desktop,57.8,82.3,77.2,37.0,5.0,8,,,,12.2,87.0,60.8,100,100,71.5,76.5,13.5
laptop,70.8,80.4,80.0,50.0,16.0,32,54.2,1500,charging,1904.2,91.0,57.3,100,37.9,49.9,57.3,0
desktop,68.2,59.7,76.3,52.6,7.6,16,,,,2186.9,143.0,72.7,100,100,32.2,67.6,21.1
desktop,39.8,67.9,64.2,39.2,4.9,8,,,,1193.9,36.0,87.0,100,100,77.0,86.4,31.5
desktop,8.9,90.3,68.3,38.6,9.8,16,,,,16.9,20.0,67.1,100,100,100,86.5,57.3
desktop,30.0,45.5,62.8,42.9,4.6,8,,,,15.8,41.0,96.1,100,100,94.5,97.1,46.2
desktop,25.1,45.3,65.7,59.2,3.3,8,,,,503.7,51.0,92.0,94.4,100,81.5,90.1,45.7
desktop,29.5,80.5,71.4,38.8,19.6,32,,,,17.0,44.0,71.6,100,100,93.0,88.5,49.4
laptop,67.4,84.1,83.3,60.4,3.2,8,56.7,1500,charging,135.5,145.0,47.8,93.1,39.7,64.0,57.9,0
laptop,79.5,12.4,73.7,42.7,4.6,8,57.7,1500,discharging,95.2,103.0,80.8,100,40.4,68.6,69.8,0
laptop,80.4,38.2,72.6,69.8,9.7,32,57.5,1500,discharging,430.5,153.0,82.4,88.2,40.2,55.1,65.0,0
laptop,75.6,17.9,72.0,45.1,8.8,16,59.2,1500,discharging,339.1,121.0,83.2,100,41.4,58.6,70.7,0
laptop,22.9,13.4,50.6,51.4,3.9,8,79.0,698,discharging,4139.8,18.0,100,99.2,79.5,68.0,87.8,48.2
desktop,46.7,55.6,67.8,36.5,20.3,32,,,,3018.8,69.0,86.8,100,100,48.5,78.6,17.9
laptop,48.5,56.8,71.7,48.6,8.2,16,55.9,1500,charging,451.0,93.0,80.9,100,39.1,61.7,70.0,18
laptop,5.6,55.0,55.3,51.3,3.9,8,93.0,143,charging,2887.0,21.0,98.0,99.2,100,68.0,93.3,44.1
desktop,20.6,82.2,69.4,37.7,10.0,16,,,,13.9,16.0,72.9,100,100,100,88.1,41.0
desktop,32.7,62.0,70.5,30.0,22.4,32,,,,705.8,44.0,80.5,100,100,85.0,89.6,29.9
desktop,30.4,34.9,62.6,42.7,9.2,16,,,,4.5,52.0,96.4,100,100,89.0,93.5,58.2
desktop,20.1,91.5,66.6,61.4,12.3,32,,,,145.1,19.0,68.4,98.3,100,100,85.5,48.5
laptop,61.6,16.8,68.1,46.0,8.6,16,58.8,1500,discharging,132.5,92.0,88.7,100,41.2,69.8,74.8,0
laptop,80.6,66.1,79.5,54.1,14.7,32,59.9,1500,discharging,667.6,107.0,64.2,100,41.9,60.1,65.5,0
desktop,24.1,50.7,61.4,48.9,4.1,8,,,,46.8,51.0,97.8,100,100,89.5,97.7,60.1
laptop,11.4,66.0,60.2,50.0,4.0,8,86.1,457,charging,544.3,27.0,93.3,100,90.6,92.0,93.5,37.2
laptop,61.4,53.8,68.9,58.3,13.3,32,58.5,1500,charging,228.4,111.0,86.0,100,40.9,59.7,73.3,0
desktop,31.1,21.7,61.1,40.2,4.8,8,,,,108.8,67.0,98.5,100,100,81.5,92.0,29.8
laptop,51.3,44.6,68.1,57.8,6.8,16,55.8,1500,discharging,318.9,95.0,88.7,100,39.1,61.5,72.4,12.2
laptop,41.1,46.4,62.8,43.2,4.5,8,59.5,1356,discharging,714.0,73.0,96.1,100,41.6,70.5,78.0,12.2
desktop,7.8,92.4,62.8,38.1,5.0,8,,,,1907.6,17.0,72.9,100,100,80.0,82.8,37.5
desktop,58.4,62.3,72.9,56.4,7.0,16,,,,1105.5,63.0,77.0,100,100,63.5,80.3,4.8
laptop,76.3,77.1,78.3,52.2,7.6,16,56.4,1500,charging,5.7,96.0,62.0,100,39.5,69.3,65.0,0
laptop,61.2,17.1,71.5,43.5,9.0,16,58.1,1500,charging,28.6,102.0,83.9,100,40.7,68.7,73.7,0
laptop,71.4,63.6,80.3,65.0,2.8,8,60.0,1500,discharging,1549.3,60.0,63.7,84.4,42.0,65.0,62.0,0
desktop,45.7,55.9,71.7,57.1,13.7,32,,,,1845.9,101.0,81.3,100,100,48.8,77.4,36.8
desktop,48.2,91.7,70.7,43.0,4.6,8,,,,489.2,93.0,62.5,100,100,61.7,72.8,41.1
laptop,12.3,47.7,56.1,53.9,14.8,32,88.2,463,charging,31.9,49.0,100,100,90.2,90.5,96.5,53.8
desktop,70.3,76.3,76.2,59.6,3.2,8,,,,20.0,95.0,66.2,93.6,100,69.5,74.6,14.3
