serial_number,model,disk_age_months,disk_temperature_celsius,read_errors,write_errors,pending_sectors,failure,disk_health_score,disk_remaining_months
MJ1321YNG0Y28A,Hitachi HDS5C3030ALA630,55.5,32.0,0,0.0,0,0,90.0,14.8
S301KSKS,ST4000DM000,5.7,25.0,0,0.0,0,0,100.0,60.0
PL2331LAGSUV2J,HGST HMS5C4040ALE640,17.2,28.0,0,0.0,0,0,100.0,54.8
JK11A8B9J79S0F,Hitachi HDS722020ALA330,62.1,31.0,0,0.0,1,0,70.0,6.9
Z304HKEG,ST4000DM000,4.9,21.0,0,0.0,0,0,100.0,60.0
Z3058T5E,ST4000DM000,2.4,25.0,0,0.0,0,0,100.0,60.0
Z3058XEM,ST4000DM000,2.7,24.0,0,0.0,0,0,100.0,60.0
MJ1311YNG7EU4A,Hitachi HDS5C3030ALA630,44.7,24.0,0,0.0,0,0,90.0,24.6
PL2331LAGN09UJ,HGST HMS5C4040BLE640,20.9,32.0,0,0.0,0,0,100.0,51.1
Z302AKN7,ST4000DM000,5.5,23.0,0,0.0,0,0,100.0,60.0
PL2331LAGPY97J,HGST HMS5C4040ALE640,22.6,25.0,0,0.0,0,0,100.0,49.4
PL1331LAGSJJRH,HGST HMS5C4040ALE640,21.7,26.0,0,0.0,0,0,100.0,50.3
JK1101B9G58NSF,Hitachi HDS722020ALA330,63.1,27.0,0,0.0,0,0,80.0,7.1
WD-WMC4N2816458,WDC WD30EFRX,16.5,20.0,0,0.0,0,0,100.0,55.5
PL1331LAGSB6LH,HGST HMS5C4040ALE640,21.6,30.0,0,0.0,0,0,100.0,50.4
PL2331LAH44GLJ,HGST HMS5C4040BLE640,0.7,26.0,0,0.0,0,0,100.0,60.0
S2ZYJ9CF511713,ST500LM012 HN,13.8,30.0,0,0.0,0,0,100.0,58.2
Z305MJPP,ST4000DM000,1.3,28.0,0,0.0,0,0,100.0,60.0
Z3016LZS,ST4000DM000,25.4,26.0,0,0.0,0,0,95.0,44.3
WD-WX41A3575894,WDC WD5000LPVX,0.6,27.0,0,0.0,0,0,100.0,60.0
MJ0351YNG9UE6A,Hitachi HDS5C3030ALA630,37.6,29.0,0,0.0,0,0,90.0,31.0
PL1311LAG13Z8A,Hitachi HDS5C4040ALE630,31.1,26.0,0,0.0,0,0,95.0,38.9
MJ0351YNG9W5YA,Hitachi HDS5C3030ALA630,42.1,22.0,0,0.0,0,0,90.0,26.9
Z300ZT12,ST4000DM000,26.3,25.0,0,0.0,0,0,95.0,43.4
S30116YB,ST4000DM000,8.3,34.0,0,0.0,0,0,100.0,60.0
Z305BT0W,ST4000DM000,2.2,26.0,0,0.0,0,0,100.0,60.0
Z304KC98,ST4000DM000,1.6,24.0,0,0.0,0,0,100.0,60.0
Z304L8T8,ST4000DM000,1.6,29.0,0,0.0,0,0,100.0,60.0
MJ1311YNG31HEA,Hitachi HDS5C3030ALA630,50.1,25.0,21,0.0,0,0,75.0,16.4
Z300VMZQ,ST4000DM000,24.7,26.0,0,0.0,0,0,95.0,44.9
Z302T6LD,ST4000DM000,7.9,29.0,0,0.0,0,0,100.0,60.0
JK11A8B9J75K7F,Hitachi HDS722020ALA330,57.8,29.0,0,0.0,0,0,90.0,12.8
Z3025KAR,ST4000DM000,16.9,32.0,0,0.0,0,0,100.0,55.1
Z304HG2E,ST4000DM000,2.4,21.0,0,0.0,0,0,100.0,60.0
PL2331LAGU9H3J,HGST HMS5C4040ALE640,18.8,24.0,0,0.0,0,0,100.0,53.2
S301GVWF,ST4000DM000,5.2,29.0,0,0.0,0,0,100.0,60.0
PL1331LAGSJTNH,HGST HMS5C4040ALE640,20.0,34.0,0,0.0,0,0,100.0,52.0
S301GQQM,ST4000DM000,5.0,25.0,0,0.0,0,0,100.0,60.0
Z305AQGW,ST4000DM000,1.4,33.0,0,0.0,0,0,100.0,60.0
PL1331LAGM3A3H,HGST HMS5C4040BLE640,20.1,24.0,0,0.0,0,0,100.0,51.9
S300VLNT,ST4000DM000,5.3,37.0,0,0.0,0,0,100.0,60.0
Z305D688,ST4000DM000,1.9,23.0,0,0.0,0,0,100.0,60.0
Z305D5JS,ST4000DM000,2.3,25.0,0,0.0,0,0,100.0,60.0
JK1101B9JPG2VF,Hitachi HDS722020ALA330,58.8,26.0,0,0.0,0,0,90.0,11.9
Z302SQ2R,ST4000DM000,7.4,30.0,0,0.0,0,0,100.0,60.0
Z304H2BN,ST4000DM000,3.1,29.0,0,0.0,0,0,100.0,60.0
JK1104B8JRVG6W,Hitachi HDS722020ALA330,59.4,27.0,0,0.0,0,0,90.0,11.3
Z305KBEW,ST4000DM000,1.4,30.0,0,0.0,0,0,100.0,60.0
JK11A8B9J7NBJF,Hitachi HDS722020ALA330,58.8,24.0,0,0.0,0,0,90.0,11.9
WD-WCC4M6JXYRC3,WDC WD20EFRX,8.7,24.0,0,0.0,0,0,100.0,60.0
Z30250KS,ST4000DM000,14.2,22.0,0,0.0,0,0,100.0,57.8
PL1331LAGREU3H,HGST HMS5C4040ALE640,20.8,38.0,0,0.0,0,0,100.0,51.2
PL1331LAGSP0SH,HGST HMS5C4040ALE640,16.8,26.0,0,0.0,0,0,100.0,55.2
JK1171YAHVRW4N,Hitachi HDS722020ALA330,60.3,33.0,0,0.0,0,0,80.0,9.4
Z300MJP8,ST4000DM000,26.4,21.0,0,0.0,0,0,95.0,43.3
Z300K09B,ST4000DM000,30.9,30.0,0,0.0,0,0,95.0,39.0
MJ1321YNG0LLXA,Hitachi HDS5C3030ALA630,53.1,27.0,0,0.0,0,0,90.0,17.0
MJ0351YNGA5Z0A,Hitachi HDS5C3030ALA630,40.2,26.0,0,0.0,0,0,90.0,28.6
S300Z8TB,ST4000DM000,9.1,36.0,0,0.0,0,0,100.0,60.0
Z305BJTK,ST4000DM000,2.9,36.0,0,0.0,0,0,100.0,60.0
MK0331YHGHKN8A,Hitachi HDS723030ALA640,38.0,21.0,0,0.0,0,0,90.0,30.6
PL2331LAGSU7VJ,HGST HMS5C4040ALE640,19.9,31.0,0,0.0,0,0,100.0,52.1
Z4D07KFV,ST6000DX000,12.7,26.0,0,0.0,0,0,100.0,59.3
Z300WWNE,ST4000DM000,29.6,33.0,0,0.0,0,0,95.0,40.3
PL2311LAG1UK4C,Hitachi HDS5C4040ALE630,38.8,28.0,0,0.0,0,0,90.0,29.9
PL1331LAGM27LH,HGST HMS5C4040BLE640,21.3,26.0,0,0.0,0,0,100.0,50.7
Z1Z058WL,ST4000DX000,31.7,30.0,0,0.0,0,0,95.0,38.3
Z3057WLY,ST4000DM000,3.8,20.0,0,0.0,0,0,100.0,60.0
Z302B0SY,ST4000DM000,7.6,40.0,0,0.0,0,0,100.0,60.0
Z300WQPJ,ST4000DM000,27.9,23.0,0,0.0,0,0,95.0,41.9
Z304JWPG,ST4000DM000,2.4,29.0,0,0.0,0,0,100.0,60.0
PL1331LAGSDL8H,HGST HMS5C4040ALE640,22.3,35.0,0,0.0,0,0,100.0,49.7
Z4D05H2Y,ST6000DX000,12.6,27.0,0,0.0,0,0,100.0,59.4
Z3029ANF,ST4000DM000,14.6,23.0,0,0.0,0,0,100.0,57.4
Z304KBTM,ST4000DM000,1.7,27.0,0,0.0,0,0,100.0,60.0
Z3035RS1,ST4000DM000,10.8,28.0,0,0.0,0,0,100.0,60.0
PL2331LAGSUWWJ,HGST HMS5C4040ALE640,20.4,28.0,0,0.0,0,0,100.0,51.6
Z305D5G4,ST4000DM000,2.4,34.0,0,0.0,0,0,100.0,60.0
MJ1311YNG7LW9A,Hitachi HDS5C3030ALA630,45.4,28.0,36,0.0,0,0,75.0,20.0
S300Z5VW,ST4000DM000,7.7,22.0,0,0.0,0,0,100.0,60.0
PL1311LAG2G3WH,Hitachi HDS5C4040ALE630,34.1,25.0,0,0.0,0,0,95.0,36.0
S300YSF7,ST4000DM000,8.1,34.0,0,0.0,0,0,100.0,60.0
PL1331LAGREPNH,HGST HMS5C4040ALE640,21.3,37.0,0,0.0,0,0,100.0,50.7
JK11A8B9J3MK2F,Hitachi HDS722020ALA330,61.5,40.0,0,0.0,0,0,80.0,8.4
PL2331LAGMA2AJ,HGST HMS5C4040BLE640,23.5,31.0,0,0.0,0,0,100.0,48.5
Z304NGFR,ST4000DM000,4.4,21.0,0,0.0,0,0,100.0,60.0
Z305DTQS,ST4000DM000,2.7,36.0,0,0.0,0,0,100.0,60.0
Z302SZ9Q,ST4000DM000,3.7,31.0,0,0.0,0,0,100.0,60.0
W300B6GT,ST4000DM000,33.3,26.0,0,0.0,0,0,95.0,36.8
MJ1311YNG5JP1A,Hitachi HDS5C3030ALA630,48.3,26.0,0,0.0,0,0,90.0,21.3
S300X94W,ST4000DM000,12.8,34.0,0,0.0,0,0,100.0,59.2
PL1331LAHDP2PH,HGST HMS5C4040BLE640,0.2,30.0,0,0.0,0,0,100.0,60.0
Z304LB5B,ST4000DM000,6.3,30.0,0,0.0,0,0,100.0,60.0
WD-WCC4MJAJF7LP,WDC WD20EFRX,12.3,24.0,0,0.0,0,0,100.0,59.7
PL1331LAGRZBWH,HGST HMS5C4040ALE640,21.5,36.0,0,0.0,0,0,100.0,50.5
PL2331LAGSUYGJ,HGST HMS5C4040ALE640,20.1,26.0,0,0.0,0,0,100.0,51.9
S300WFPS,ST4000DM000,6.2,21.0,0,0.0,0,0,100.0,60.0
Z304G2K5,ST4000DM000,6.3,31.0,0,0.0,0,0,100.0,60.0
Z300ZTTL,ST4000DM000,23.2,18.0,0,0.0,0,0,100.0,48.8
JK11H1B9GJ2GNR,Hitachi HDS722020ALA330,65.5,36.0,0,0.0,0,0,80.0,5.2
Z300P8BK,ST4000DM000,26.8,30.0,0,0.0,0,0,95.0,42.9
PL1331LAGSJUTH,HGST HMS5C4040ALE640,20.2,39.0,0,0.0,0,0,100.0,51.8
JK1101B9GA14BR,Hitachi HDS722020ALA330,62.2,25.0,0,0.0,0,0,80.0,7.8
JK11A5B8J7SR2X,Hitachi HDS722020ALA330,56.2,22.0,19,0.0,0,0,75.0,11.8
PL2331LAGSUNBJ,HGST HMS5C4040ALE640,17.1,29.0,0,0.0,0,0,100.0,54.9
PL1331LAGM1EUH,HGST HMS5C4040BLE640,24.7,31.0,0,0.0,0,0,95.0,44.9
Z300YV55,ST4000DM000,26.3,27.0,0,0.0,0,0,95.0,43.4
Z304KCWQ,ST4000DM000,2.8,34.0,0,0.0,0,0,100.0,60.0
PL1331LAGSMJAH,HGST HMS5C4040ALE640,22.1,31.0,0,0.0,0,0,100.0,49.9
S3010WGM,ST4000DM000,11.7,21.0,0,0.0,0,0,100.0,60.0
PL1331LAGM0K4H,HGST HMS5C4040BLE640,21.6,28.0,0,0.0,0,0,100.0,50.4
Z302SZB2,ST4000DM000,3.8,37.0,0,0.0,0,0,100.0,60.0
MJ1313YNG1ZZ0C,Hitachi HDS5C3030ALA630,57.7,26.0,0,0.0,0,0,90.0,12.9
MJ1311YNG2W13A,Hitachi HDS5C3030ALA630,53.4,22.0,0,0.0,0,0,90.0,16.7
Z3025LSF,ST4000DM000,15.2,22.0,0,0.0,0,0,100.0,56.8
PL1331LAGTHTDH,HGST HMS5C4040ALE640,19.7,25.0,0,0.0,0,0,100.0,52.3
Z305D4XN,ST4000DM000,2.1,36.0,0,0.0,0,0,100.0,60.0
Z304HTRL,ST4000DM000,1.2,22.0,0,0.0,0,0,100.0,60.0
Z3012WGM,ST4000DM000,24.5,35.0,0,0.0,0,0,95.0,45.1
9VY8TCAV,ST3160318AS,61.2,25.0,0,0.0,0,0,80.0,8.6
Z300T4ZM,ST4000DM000,30.2,28.0,0,0.0,0,0,95.0,39.7
S2ZYJ9CF511681,ST500LM012 HN,12.9,34.0,0,0.0,0,0,100.0,59.1
Z304KCNK,ST4000DM000,5.2,23.0,0,0.0,0,0,100.0,60.0
Z3052650,ST4000DM000,3.3,24.0,0,0.0,0,0,100.0,60.0
PL1321LAGA9KYH,Hitachi HDS5C4040ALE630,35.7,36.0,0,0.0,0,0,95.0,34.5
Z305D573,ST4000DM000,3.0,34.0,0,0.0,0,0,100.0,60.0
Z305PDHL,ST4000DM000,1.3,37.0,0,0.0,0,0,100.0,60.0
PL2311LAG1JDKC,Hitachi HDS5C4040ALE630,36.0,24.0,33,0.0,0,0,80.0,28.8
Z300XENZ,ST4000DM000,28.0,24.0,0,0.0,0,0,95.0,41.8
Z305AJ23,ST4000DM000,3.2,22.0,0,0.0,0,0,100.0,60.0
W300BR2Q,ST4000DM000,32.9,24.0,0,0.0,0,0,95.0,37.1
Z304T5AN,ST4000DM000,0.8,27.0,0,0.0,0,0,100.0,60.0
MJ0351YNG9V8GA,Hitachi HDS5C3030ALA630,40.1,24.0,0,0.0,0,0,90.0,28.7
PL1331LAGRGESH,HGST HMS5C4040ALE640,21.7,29.0,0,0.0,0,0,100.0,50.3
Z4D07K5J,ST6000DX000,13.6,37.0,0,0.0,0,0,100.0,58.4
W300J60C,ST4000DM000,30.8,21.0,0,0.0,0,0,95.0,39.1
Z30251VW,ST4000DM000,18.1,22.0,0,0.0,0,0,100.0,53.9
MJ1311YNG7H45A,Hitachi HDS5C3030ALA630,44.8,19.0,0,0.0,0,0,90.0,24.5
Z4D02GGG,ST6000DX000,9.3,20.0,0,0.0,0,0,100.0,60.0
S300YSDK,ST4000DM000,5.7,29.0,0,0.0,0,0,100.0,60.0
MJ0351YNGA2WVA,Hitachi HDS5C3030ALA630,38.0,29.0,0,0.0,0,0,90.0,30.6
Z302A19E,ST4000DM000,13.1,30.0,0,0.0,0,0,100.0,58.9
Z302518L,ST4000DM000,17.1,26.0,0,0.0,0,0,100.0,54.9
Z3015L50,ST4000DM000,23.3,35.0,0,0.0,0,0,100.0,48.7
WD-WX61A35NJ38K,WDC WD5000LPVX,1.6,37.0,0,0.0,0,0,100.0,60.0
Z304KCL3,ST4000DM000,5.0,21.0,0,0.0,0,0,100.0,60.0
Z3059MRY,ST4000DM000,1.4,26.0,0,0.0,0,0,100.0,60.0
Z302ALC2,ST4000DM000,15.1,23.0,0,0.0,0,0,100.0,56.9
Z304KCRZ,ST4000DM000,1.9,31.0,0,0.0,0,0,100.0,60.0
W300E7G5,ST4000DM000,29.7,24.0,0,0.0,0,0,95.0,40.2
Z300E4W7,ST4000DM000,30.4,26.0,0,0.0,0,0,95.0,39.5
S301PS72,ST4000DM000,6.3,34.0,0,0.0,0,0,100.0,60.0
S300Z7FT,ST4000DM000,7.3,38.0,0,0.0,0,0,100.0,60.0
Z300GZ81,ST4000DM000,32.7,30.0,0,0.0,0,0,95.0,37.3
MJ0351YNG9VP5A,Hitachi HDS5C3030ALA630,38.7,31.0,0,0.0,0,0,90.0,30.0
PL2331LAGN4EKJ,HGST HMS5C4040BLE640,19.3,22.0,0,0.0,0,0,100.0,52.7
Z4D06X42,ST6000DX000,13.7,29.0,0,0.0,0,0,100.0,58.3
MK0311YHGK2J6A,Hitachi HDS723030ALA640,48.0,37.0,0,0.0,0,0,90.0,21.6
S2ZYJ9KG303902,ST500LM012 HN,3.4,30.0,0,0.0,0,0,100.0,60.0
PL2331LAGSSR6J,HGST HMS5C4040ALE640,17.7,24.0,0,0.0,0,0,100.0,54.3
PL1331LAGRD54H,HGST HMS5C4040ALE640,20.7,38.0,0,0.0,0,0,100.0,51.3
WD-WMAV3J935957,WDC WD800AAJS,48.4,29.0,0,0.0,0,1,15.0,0.0
MK0331YHGM4TTA,Hitachi HDS723030ALA640,51.5,29.0,0,0.0,0,0,90.0,18.4
S300WFKD,ST4000DM000,6.1,22.0,0,0.0,0,0,100.0,60.0
MJ1311YNG38P0A,Hitachi HDS5C3030ALA630,54.7,29.0,0,0.0,0,0,90.0,15.6
Z304J3RE,ST4000DM000,4.8,24.0,0,0.0,0,0,100.0,60.0
MJ1323YNG1UD5C,Hitachi HDS5C3030ALA630,54.8,30.0,0,0.0,0,0,90.0,15.5
PL1331LAGTAWEH,HGST HMS5C4040ALE640,19.9,30.0,0,0.0,0,0,100.0,52.1
S300ZP7C,ST4000DM000,7.4,26.0,0,0.0,0,0,100.0,60.0
W300R7VB,ST4000DM000,11.5,23.0,0,0.0,0,0,100.0,60.0
MJ0351YNG9WELA,Hitachi HDS5C3030ALA630,37.2,30.0,0,0.0,0,0,90.0,31.3
PL1331LAGSJP9H,HGST HMS5C4040ALE640,18.4,28.0,0,0.0,0,0,100.0,53.6
JK11A8B9J7YWEF,Hitachi HDS722020ALA330,58.8,25.0,0,0.0,0,0,90.0,11.9
S300Z4Y8,ST4000DM000,10.6,24.0,0,0.0,0,0,100.0,60.0
WD-WCC4N0370078,WDC WD30EFRX,20.8,30.0,0,0.0,0,0,100.0,51.2
JK11A8B9J3ANDF,Hitachi HDS722020ALA330,58.6,32.0,0,0.0,0,0,90.0,12.1
MJ0351YNG9T4JA,Hitachi HDS5C3030ALA630,41.8,23.0,0,0.0,0,0,90.0,27.2
Z301YY01,ST4000DM000,7.0,22.0,0,0.0,0,0,100.0,60.0
PL2331LAGMPD5J,HGST HMS5C4040BLE640,24.3,28.0,0,0.0,0,0,95.0,45.3
JK1100YAHDKJST,Hitachi HDS722020ALA330,29.2,26.0,0,0.0,0,0,95.0,40.7
JK1101B9G7GBMF,Hitachi HDS722020ALA330,63.3,25.0,0,0.0,0,0,80.0,7.0
PL1321LAG34MNH,Hitachi HDS5C4040ALE630,37.1,28.0,0,0.0,0,0,90.0,31.4
S300XCGA,ST4000DM000,4.8,26.0,0,0.0,0,0,100.0,60.0
JK11A8B9GPBRTF,Hitachi HDS722020ALA330,64.1,28.0,0,0.0,0,0,80.0,6.3
Z300E54V,ST4000DM000,30.8,26.0,0,0.0,0,0,95.0,39.1
PL2331LAGMAALJ,HGST HMS5C4040BLE640,24.0,26.0,0,0.0,0,0,100.0,48.0
Z3011QGJ,ST4000DM000,20.7,22.0,0,0.0,0,0,100.0,51.3
S300YPY2,ST4000DM000,9.6,30.0,0,0.0,0,0,100.0,60.0
Z305EPH0,ST4000DM000,2.4,32.0,0,0.0,0,0,100.0,60.0
Z30414FR,ST4000DM000,4.6,25.0,0,0.0,0,0,100.0,60.0
MJ1311YNG23LZA,Hitachi HDS5C3030ALA630,53.6,27.0,0,0.0,0,0,90.0,16.6
PL2331LAGM4U7J,HGST HMS5C4040BLE640,24.6,40.0,0,0.0,0,0,95.0,45.0
Z302E63C,ST4000DM000,13.8,30.0,0,0.0,0,0,100.0,58.2
MS79215X099PHA,Hitachi HDS723030BLE640,34.2,27.0,0,0.0,0,0,95.0,35.9
PL1311LAG1SEDA,Hitachi HDS5C4040ALE630,38.3,25.0,0,0.0,0,0,90.0,30.3
S300XL0E,ST4000DM000,15.1,21.0,0,0.0,0,0,100.0,56.9
Z305D6LW,ST4000DM000,1.3,25.0,0,0.0,0,0,100.0,60.0
MJ0351YNGA0UBA,Hitachi HDS5C3030ALA630,42.1,23.0,0,0.0,0,0,90.0,26.9
Z4D0D0VM,ST6000DX000,6.8,27.0,0,0.0,0,0,100.0,60.0
PL2331LAGMLT9J,HGST HMS5C4040BLE640,24.1,33.0,0,0.0,0,0,95.0,45.5
PL2331LAGN18ZJ,HGST HMS5C4040BLE640,23.8,30.0,0,0.0,0,0,100.0,48.2
Z4D0297C,ST6000DX000,13.3,38.0,0,0.0,0,0,100.0,58.7
Z302A0HR,ST4000DM000,11.4,19.0,0,0.0,0,0,100.0,60.0
PL2331LAGJEJZJ,HGST HMS5C4040BLE640,21.5,27.0,0,0.0,0,0,100.0,50.5
Z4D09FZL,ST6000DX000,11.9,38.0,0,0.0,0,0,100.0,60.0
JK11A8B9J6R3ZF,Hitachi HDS722020ALA330,56.3,29.0,0,0.0,0,0,90.0,14.1
Z302BYKM,ST4000DM000,13.9,22.0,0,0.0,0,0,100.0,58.1
WD-WCC4N0370152,WDC WD30EFRX,22.2,33.0,0,0.0,0,0,100.0,49.8
Z3029FNF,ST4000DM000,11.6,21.0,0,0.0,0,0,100.0,60.0
Z304JKBB,ST4000DM000,2.9,34.0,0,0.0,0,0,100.0,60.0
Z302SZCE,ST4000DM000,7.7,34.0,0,0.0,0,0,100.0,60.0
PL1311LAG2ZA7A,Hitachi HDS5C4040ALE630,33.9,28.0,0,0.0,0,0,95.0,36.2
Z300YN1L,ST4000DM000,14.6,26.0,0,0.0,0,0,100.0,57.4
PL2331LAGRHWKJ,HGST HMS5C4040ALE640,19.4,27.0,0,0.0,0,0,100.0,52.6
JK1171B9HS6RKT,Hitachi HDS722020ALA330,58.8,26.0,7,0.0,0,0,85.0,11.2
WD-WMC4N0J1YUT1,WDC WD30EFRX,3.0,17.0,0,0.0,0,0,100.0,60.0
Z304L98J,ST4000DM000,4.7,23.0,0,0.0,0,0,100.0,60.0
PL2331LAGUGUNJ,HGST HMS5C4040ALE640,15.6,26.0,0,0.0,0,0,100.0,56.4
S300Z5Y1,ST4000DM000,11.1,32.0,0,0.0,0,0,100.0,60.0
Z300W3HQ,ST4000DM000,26.2,22.0,0,0.0,0,0,95.0,43.5
Z3025MAX,ST4000DM000,15.0,22.0,0,0.0,0,0,100.0,57.0
Z3021PAK,ST4000DM000,17.3,27.0,0,0.0,0,0,100.0,54.7
Z300KMZH,ST4000DM000,30.7,19.0,0,0.0,0,0,95.0,39.2
MJ1311YNG3JWAA,Hitachi HDS5C3030ALA630,51.3,22.0,0,0.0,0,0,90.0,18.6
PL1331LAGSJSLH,HGST HMS5C4040ALE640,21.4,26.0,0,0.0,0,0,100.0,50.6
Z30149E4,ST4000DM000,24.6,20.0,0,0.0,0,0,95.0,45.0
Z304KR4C,ST4000DM000,2.9,24.0,0,0.0,0,0,100.0,60.0
Z305PJBC,ST4000DM000,1.0,23.0,0,0.0,0,0,100.0,60.0
PL1331LAGLZXMH,HGST HMS5C4040BLE640,21.8,27.0,0,0.0,0,0,100.0,50.2
MJ0351YNG9U29A,Hitachi HDS5C3030ALA630,38.3,24.0,0,0.0,0,0,90.0,30.3
PL1321LAG346EH,Hitachi HDS5C4040ALE630,36.9,27.0,0,0.0,0,0,90.0,31.6
Z300ZK34,ST4000DM000,23.1,24.0,0,0.0,0,0,100.0,48.9
S30115D5,ST4000DM000,8.7,19.0,0,0.0,0,0,100.0,60.0
Z4D03A79,ST6000DX000,10.0,40.0,0,0.0,0,0,100.0,60.0
Z305D236,ST4000DM000,2.4,22.0,0,0.0,0,0,100.0,60.0
W300CVW8,ST4000DM000,30.8,23.0,0,0.0,0,0,95.0,39.1
Z4D0726J,ST6000DX000,12.2,34.0,0,0.0,0,0,100.0,59.8
Z3029G1E,ST4000DM000,16.5,30.0,0,0.0,0,0,100.0,55.5
2EG4JR2P,HGST HUH728080ALE600,11.5,39.0,0,0.0,0,0,100.0,60.0
S300YGZG,ST4000DM000,9.1,35.0,0,0.0,0,0,100.0,60.0
Z302T8JW,ST4000DM000,4.7,26.0,0,0.0,0,0,100.0,60.0
PL1311LAG2DZ7H,Hitachi HDS5C4040ALE630,34.2,25.0,0,0.0,0,0,95.0,35.9
MJ0351YNGAAHNA,Hitachi HDS5C3030ALA630,39.4,20.0,0,0.0,0,0,90.0,29.3
Z300ZT5C,ST4000DM000,22.9,33.0,0,0.0,0,0,100.0,49.1
Z3029GL5,ST4000DM000,11.4,25.0,0,0.0,0,0,100.0,60.0
JK1105B8JRDENX,Hitachi HDS722020ALA330,60.1,23.0,0,0.0,0,0,80.0,9.5
JK11A8B9GB3M5F,Hitachi HDS722020ALA330,64.7,32.0,0,0.0,0,0,80.0,5.8
S301GME5,ST4000DM000,5.4,28.0,0,0.0,0,0,100.0,60.0
Z300NS7E,ST4000DM000,30.0,28.0,0,0.0,0,0,95.0,39.9
PL1331LAGS18MH,HGST HMS5C4040ALE640,19.4,37.0,0,0.0,0,0,100.0,52.6
PL1331LAGLX1NH,HGST HMS5C4040BLE640,23.5,30.0,0,0.0,0,0,100.0,48.5
S300Z7TM,ST4000DM000,9.4,25.0,0,0.0,0,0,100.0,60.0
MJ1311YNG36M9A,Hitachi HDS5C3030ALA630,54.1,31.0,0,0.0,0,0,90.0,16.1
PL2331LAGMBD6J,HGST HMS5C4040BLE640,21.2,23.0,0,0.0,0,0,100.0,50.8
Z300WS6E,ST4000DM000,26.1,27.0,0,0.0,0,0,95.0,43.6
S300Y546,ST4000DM000,16.6,36.0,0,0.0,0,0,100.0,55.4
JK11A8B9J8160F,Hitachi HDS722020ALA330,60.6,35.0,0,0.0,0,0,80.0,9.1
S30113A6,ST4000DM000,9.1,19.0,0,0.0,0,0,100.0,60.0
Z305B6P1,ST4000DM000,0.9,29.0,0,0.0,0,0,100.0,60.0
W300KTFV,ST4000DM000,29.6,22.0,0,0.0,0,0,95.0,40.3
Z4D0476V,ST6000DX000,12.5,26.0,0,0.0,0,0,100.0,59.5
MJ1311YNG58NXA,Hitachi HDS5C3030ALA630,47.9,28.0,0,0.0,0,0,90.0,21.7
MK0313YHGD5AJC,Hitachi HDS723030ALA640,54.3,24.0,0,0.0,0,0,90.0,15.9
2544K0HSFMYB,TOSHIBA MD04ABA400V,13.9,34.0,0,0.0,0,0,100.0,58.1
Z305GW5G,ST4000DM000,1.7,38.0,0,0.0,0,0,100.0,60.0
S300WDKY,ST4000DM000,8.7,36.0,0,0.0,0,0,100.0,60.0
MJ0351YNGAAMJA,Hitachi HDS5C3030ALA630,36.5,25.0,0,0.0,0,0,90.0,31.9
JK11A8B9J34R9F,Hitachi HDS722020ALA330,57.3,28.0,0,0.0,0,0,90.0,13.2
Z305C53F,ST4000DM000,2.9,34.0,0,0.0,0,0,100.0,60.0
MJ1323YNG1JL0C,Hitachi HDS5C3030ALA630,55.6,25.0,0,0.0,0,0,90.0,14.8
Z4D03AG1,ST6000DX000,9.8,29.0,0,0.0,0,0,100.0,60.0
Z3014V8C,ST4000DM000,21.9,31.0,0,0.0,0,0,100.0,50.1
PL2331LAH41ZAJ,HGST HMS5C4040BLE640,0.7,25.0,0,0.0,0,0,100.0,60.0
JK11A8B9GPD7JF,Hitachi HDS722020ALA330,61.6,26.0,0,0.0,0,0,80.0,8.3
Z3029FNJ,ST4000DM000,13.0,23.0,0,0.0,8,0,90.0,53.1
Z3014LDK,ST4000DM000,21.9,24.0,0,0.0,0,0,100.0,50.1
W300BH1H,ST4000DM000,29.7,26.0,0,0.0,0,0,95.0,40.2
WD-WMC4N0DAHAZM,WDC WD30EFRX,12.4,29.0,0,0.0,0,0,100.0,59.6
PL1331LAGS4E2H,HGST HMS5C4040ALE640,18.4,31.0,0,0.0,0,0,100.0,53.6
Z300GZ3J,ST4000DM000,33.1,22.0,0,0.0,0,0,95.0,37.0
Z302A18Y,ST4000DM000,14.1,20.0,0,0.0,0,0,100.0,57.9
JK1101B9JRN30F,Hitachi HDS722020ALA330,57.1,28.0,0,0.0,0,0,90.0,13.4
PL1331LAGLVW9H,HGST HMS5C4040BLE640,22.9,31.0,0,0.0,0,0,100.0,49.1
Z302F09Q,ST4000DM000,9.0,30.0,0,0.0,0,0,100.0,60.0
PL2331LAGSTJHJ,HGST HMS5C4040ALE640,17.7,28.0,0,0.0,0,0,100.0,54.3
Z303AZRN,ST4000DM000,4.0,28.0,0,0.0,0,0,100.0,60.0
S300856X,ST4000DM000,9.8,23.0,0,0.0,0,0,100.0,60.0
Z305CC41,ST4000DM000,2.6,30.0,0,0.0,0,0,100.0,60.0
PL1331LAGR6WRH,HGST HMS5C4040ALE640,19.7,30.0,0,0.0,0,0,100.0,52.3
MJ0351YNG9W7JA,Hitachi HDS5C3030ALA630,41.2,25.0,2,0.0,0,0,85.0,26.2
Z300X28L,ST4000DM000,24.6,25.0,0,0.0,0,0,95.0,45.0
W300J6FX,ST4000DM000,31.0,25.0,0,0.0,16,1,15.0,0.0
Z304HFKV,ST4000DM000,2.0,27.0,0,0.0,0,0,100.0,60.0
